round,seed,condition,algorithm,selection_mode,selection_budget,agent_id,selection_score,selected_for_aggregation
9,41,standard,fedadagrad,random,4,3,0.0,0
9,41,standard,fedadagrad,random,4,4,0.0,0
9,41,standard,fedadagrad,random,4,5,1.0,1
9,41,standard,fedadagrad,random,4,6,1.0,1
9,41,standard,fedadagrad,random,4,7,0.0,0
10,41,standard,fedadagrad,random,4,0,1.0,1
10,41,standard,fedadagrad,random,4,1,0.0,0
10,41,standard,fedadagrad,random,4,2,0.0,0
10,41,standard,fedadagrad,random,4,3,1.0,1
10,41,standard,fedadagrad,random,4,4,0.0,0
10,41,standard,fedadagrad,random,4,5,1.0,1
10,41,standard,fedadagrad,random,4,6,1.0,1
10,41,standard,fedadagrad,random,4,7,0.0,0
11,41,standard,fedadagrad,random,4,0,0.0,0
11,41,standard,fedadagrad,random,4,1,1.0,1
11,41,standard,fedadagrad,random,4,2,0.0,0
11,41,standard,fedadagrad,random,4,3,1.0,1
11,41,standard,fedadagrad,random,4,4,1.0,1
11,41,standard,fedadagrad,random,4,5,0.0,0
11,41,standard,fedadagrad,random,4,6,1.0,1
11,41,standard,fedadagrad,random,4,7,0.0,0
12,41,standard,fedadagrad,random,4,0,0.0,0
12,41,standard,fedadagrad,random,4,1,1.0,1
12,41,standard,fedadagrad,random,4,2,0.0,0
12,41,standard,fedadagrad,random,4,3,0.0,0
12,41,standard,fedadagrad,random,4,4,1.0,1
12,41,standard,fedadagrad,random,4,5,1.0,1
12,41,standard,fedadagrad,random,4,6,0.0,0
12,41,standard,fedadagrad,random,4,7,1.0,1
13,41,standard,fedadagrad,random,4,0,0.0,0
13,41,standard,fedadagrad,random,4,1,0.0,0
13,41,standard,fedadagrad,random,4,2,1.0,1
13,41,standard,fedadagrad,random,4,3,1.0,1
13,41,standard,fedadagrad,random,4,4,0.0,0
13,41,standard,fedadagrad,random,4,5,0.0,0
13,41,standard,fedadagrad,random,4,6,1.0,1
13,41,standard,fedadagrad,random,4,7,1.0,1
14,41,standard,fedadagrad,random,4,0,1.0,1
14,41,standard,fedadagrad,random,4,1,1.0,1
14,41,standard,fedadagrad,random,4,2,0.0,0
14,41,standard,fedadagrad,random,4,3,1.0,1
14,41,standard,fedadagrad,random,4,4,0.0,0
14,41,standard,fedadagrad,random,4,5,1.0,1
14,41,standard,fedadagrad,random,4,6,0.0,0
14,41,standard,fedadagrad,random,4,7,0.0,0
15,41,standard,fedadagrad,random,4,0,1.0,1
15,41,standard,fedadagrad,random,4,1,0.0,0
15,41,standard,fedadagrad,random,4,2,0.0,0
15,41,standard,fedadagrad,random,4,3,1.0,1
15,41,standard,fedadagrad,random,4,4,0.0,0
15,41,standard,fedadagrad,random,4,5,0.0,0
15,41,standard,fedadagrad,random,4,6,1.0,1
15,41,standard,fedadagrad,random,4,7,1.0,1
16,41,standard,fedadagrad,random,4,0,1.0,1
16,41,standard,fedadagrad,random,4,1,1.0,1
16,41,standard,fedadagrad,random,4,2,0.0,0
16,41,standard,fedadagrad,random,4,3,1.0,1
16,41,standard,fedadagrad,random,4,4,0.0,0
16,41,standard,fedadagrad,random,4,5,0.0,0
16,41,standard,fedadagrad,random,4,6,1.0,1
16,41,standard,fedadagrad,random,4,7,0.0,0
17,41,standard,fedadagrad,random,4,0,0.0,0
17,41,standard,fedadagrad,random,4,1,1.0,1
17,41,standard,fedadagrad,random,4,2,1.0,1
17,41,standard,fedadagrad,random,4,3,0.0,0
17,41,standard,fedadagrad,random,4,4,1.0,1
17,41,standard,fedadagrad,random,4,5,1.0,1
17,41,standard,fedadagrad,random,4,6,0.0,0
17,41,standard,fedadagrad,random,4,7,0.0,0
18,41,standard,fedadagrad,random,4,0,0.0,0
18,41,standard,fedadagrad,random,4,1,1.0,1
18,41,standard,fedadagrad,random,4,2,1.0,1
18,41,standard,fedadagrad,random,4,3,0.0,0
18,41,standard,fedadagrad,random,4,4,0.0,0
18,41,standard,fedadagrad,random,4,5,1.0,1
18,41,standard,fedadagrad,random,4,6,0.0,0
18,41,standard,fedadagrad,random,4,7,1.0,1
19,41,standard,fedadagrad,random,4,0,1.0,1
19,41,standard,fedadagrad,random,4,1,0.0,0
19,41,standard,fedadagrad,random,4,2,0.0,0
19,41,standard,fedadagrad,random,4,3,1.0,1
19,41,standard,fedadagrad,random,4,4,1.0,1
19,41,standard,fedadagrad,random,4,5,0.0,0
19,41,standard,fedadagrad,random,4,6,0.0,0
19,41,standard,fedadagrad,random,4,7,1.0,1
20,41,standard,fedadagrad,random,4,0,0.0,0
20,41,standard,fedadagrad,random,4,1,1.0,1
20,41,standard,fedadagrad,random,4,2,0.0,0
20,41,standard,fedadagrad,random,4,3,1.0,1
20,41,standard,fedadagrad,random,4,4,0.0,0
20,41,standard,fedadagrad,random,4,5,0.0,0
20,41,standard,fedadagrad,random,4,6,1.0,1
20,41,standard,fedadagrad,random,4,7,1.0,1
21,41,standard,fedadagrad,random,4,0,0.0,0
21,41,standard,fedadagrad,random,4,1,1.0,1
21,41,standard,fedadagrad,random,4,2,1.0,1
21,41,standard,fedadagrad,random,4,3,0.0,0
21,41,standard,fedadagrad,random,4,4,0.0,0
21,41,standard,fedadagrad,random,4,5,0.0,0
21,41,standard,fedadagrad,random,4,6,1.0,1
21,41,standard,fedadagrad,random,4,7,1.0,1
22,41,standard,fedadagrad,random,4,0,1.0,1
22,41,standard,fedadagrad,random,4,1,0.0,0
22,41,standard,fedadagrad,random,4,2,0.0,0
22,41,standard,fedadagrad,random,4,3,0.0,0
22,41,standard,fedadagrad,random,4,4,1.0,1
22,41,standard,fedadagrad,random,4,5,1.0,1
22,41,standard,fedadagrad,random,4,6,0.0,0
22,41,standard,fedadagrad,random,4,7,1.0,1
23,41,standard,fedadagrad,random,4,0,0.0,0
23,41,standard,fedadagrad,random,4,1,1.0,1
23,41,standard,fedadagrad,random,4,2,1.0,1
23,41,standard,fedadagrad,random,4,3,0.0,0
23,41,standard,fedadagrad,random,4,4,1.0,1
23,41,standard,fedadagrad,random,4,5,0.0,0
23,41,standard,fedadagrad,random,4,6,0.0,0
23,41,standard,fedadagrad,random,4,7,1.0,1
24,41,standard,fedadagrad,random,4,0,1.0,1
24,41,standard,fedadagrad,random,4,1,1.0,1
24,41,standard,fedadagrad,random,4,2,0.0,0
24,41,standard,fedadagrad,random,4,3,1.0,1
24,41,standard,fedadagrad,random,4,4,1.0,1
24,41,standard,fedadagrad,random,4,5,0.0,0
24,41,standard,fedadagrad,random,4,6,0.0,0
24,41,standard,fedadagrad,random,4,7,0.0,0
25,41,standard,fedadagrad,random,4,0,1.0,1
25,41,standard,fedadagrad,random,4,1,0.0,0
25,41,standard,fedadagrad,random,4,2,1.0,1
25,41,standard,fedadagrad,random,4,3,0.0,0
25,41,standard,fedadagrad,random,4,4,0.0,0
25,41,standard,fedadagrad,random,4,5,1.0,1
25,41,standard,fedadagrad,random,4,6,1.0,1
25,41,standard,fedadagrad,random,4,7,0.0,0
26,41,standard,fedadagrad,random,4,0,0.0,0
26,41,standard,fedadagrad,random,4,1,1.0,1
26,41,standard,fedadagrad,random,4,2,0.0,0
26,41,standard,fedadagrad,random,4,3,0.0,0
26,41,standard,fedadagrad,random,4,4,1.0,1
26,41,standard,fedadagrad,random,4,5,0.0,0
26,41,standard,fedadagrad,random,4,6,1.0,1
26,41,standard,fedadagrad,random,4,7,1.0,1
27,41,standard,fedadagrad,random,4,0,1.0,1
27,41,standard,fedadagrad,random,4,1,0.0,0
27,41,standard,fedadagrad,random,4,2,0.0,0
27,41,standard,fedadagrad,random,4,3,1.0,1
27,41,standard,fedadagrad,random,4,4,0.0,0
27,41,standard,fedadagrad,random,4,5,1.0,1
27,41,standard,fedadagrad,random,4,6,1.0,1
27,41,standard,fedadagrad,random,4,7,0.0,0
28,41,standard,fedadagrad,random,4,0,0.0,0
28,41,standard,fedadagrad,random,4,1,0.0,0
28,41,standard,fedadagrad,random,4,2,0.0,0
28,41,standard,fedadagrad,random,4,3,1.0,1
28,41,standard,fedadagrad,random,4,4,0.0,0
28,41,standard,fedadagrad,random,4,5,1.0,1
28,41,standard,fedadagrad,random,4,6,1.0,1
28,41,standard,fedadagrad,random,4,7,1.0,1
29,41,standard,fedadagrad,random,4,0,0.0,0
29,41,standard,fedadagrad,random,4,1,0.0,0
29,41,standard,fedadagrad,random,4,2,0.0,0
29,41,standard,fedadagrad,random,4,3,1.0,1
29,41,standard,fedadagrad,random,4,4,1.0,1
29,41,standard,fedadagrad,random,4,5,0.0,0
29,41,standard,fedadagrad,random,4,6,1.0,1
29,41,standard,fedadagrad,random,4,7,1.0,1
30,41,standard,fedadagrad,random,4,0,0.0,0
30,41,standard,fedadagrad,random,4,1,1.0,1
30,41,standard,fedadagrad,random,4,2,0.0,0
30,41,standard,fedadagrad,random,4,3,1.0,1
30,41,standard,fedadagrad,random,4,4,0.0,0
30,41,standard,fedadagrad,random,4,5,0.0,0
30,41,standard,fedadagrad,random,4,6,1.0,1
30,41,standard,fedadagrad,random,4,7,1.0,1
31,41,standard,fedadagrad,random,4,0,0.0,0
31,41,standard,fedadagrad,random,4,1,1.0,1
31,41,standard,fedadagrad,random,4,2,1.0,1
31,41,standard,fedadagrad,random,4,3,0.0,0
31,41,standard,fedadagrad,random,4,4,1.0,1
31,41,standard,fedadagrad,random,4,5,0.0,0
31,41,standard,fedadagrad,random,4,6,0.0,0
31,41,standard,fedadagrad,random,4,7,1.0,1
32,41,standard,fedadagrad,random,4,0,1.0,1
32,41,standard,fedadagrad,random,4,1,1.0,1
32,41,standard,fedadagrad,random,4,2,1.0,1
32,41,standard,fedadagrad,random,4,3,0.0,0
32,41,standard,fedadagrad,random,4,4,1.0,1
32,41,standard,fedadagrad,random,4,5,0.0,0
32,41,standard,fedadagrad,random,4,6,0.0,0
32,41,standard,fedadagrad,random,4,7,0.0,0
33,41,standard,fedadagrad,random,4,0,0.0,0
33,41,standard,fedadagrad,random,4,1,0.0,0
33,41,standard,fedadagrad,random,4,2,1.0,1
33,41,standard,fedadagrad,random,4,3,1.0,1
33,41,standard,fedadagrad,random,4,4,0.0,0
33,41,standard,fedadagrad,random,4,5,0.0,0
33,41,standard,fedadagrad,random,4,6,1.0,1
33,41,standard,fedadagrad,random,4,7,1.0,1
34,41,standard,fedadagrad,random,4,0,0.0,0
34,41,standard,fedadagrad,random,4,1,1.0,1
34,41,standard,fedadagrad,random,4,2,1.0,1
34,41,standard,fedadagrad,random,4,3,0.0,0
34,41,standard,fedadagrad,random,4,4,0.0,0
34,41,standard,fedadagrad,random,4,5,1.0,1
34,41,standard,fedadagrad,random,4,6,0.0,0
34,41,standard,fedadagrad,random,4,7,1.0,1
35,41,standard,fedadagrad,random,4,0,1.0,1
35,41,standard,fedadagrad,random,4,1,1.0,1
35,41,standard,fedadagrad,random,4,2,0.0,0
35,41,standard,fedadagrad,random,4,3,0.0,0
35,41,standard,fedadagrad,random,4,4,0.0,0
35,41,standard,fedadagrad,random,4,5,1.0,1
35,41,standard,fedadagrad,random,4,6,1.0,1
35,41,standard,fedadagrad,random,4,7,0.0,0
36,41,standard,fedadagrad,random,4,0,0.0,0
36,41,standard,fedadagrad,random,4,1,1.0,1
36,41,standard,fedadagrad,random,4,2,1.0,1
36,41,standard,fedadagrad,random,4,3,0.0,0
36,41,standard,fedadagrad,random,4,4,1.0,1
36,41,standard,fedadagrad,random,4,5,1.0,1
36,41,standard,fedadagrad,random,4,6,0.0,0
36,41,standard,fedadagrad,random,4,7,0.0,0
37,41,standard,fedadagrad,random,4,0,1.0,1
37,41,standard,fedadagrad,random,4,1,1.0,1
37,41,standard,fedadagrad,random,4,2,0.0,0
37,41,standard,fedadagrad,random,4,3,0.0,0
37,41,standard,fedadagrad,random,4,4,0.0,0
37,41,standard,fedadagrad,random,4,5,0.0,0
37,41,standard,fedadagrad,random,4,6,1.0,1
37,41,standard,fedadagrad,random,4,7,1.0,1
38,41,standard,fedadagrad,random,4,0,1.0,1
38,41,standard,fedadagrad,random,4,1,0.0,0
38,41,standard,fedadagrad,random,4,2,1.0,1
38,41,standard,fedadagrad,random,4,3,0.0,0
38,41,standard,fedadagrad,random,4,4,0.0,0
38,41,standard,fedadagrad,random,4,5,0.0,0
38,41,standard,fedadagrad,random,4,6,1.0,1
38,41,standard,fedadagrad,random,4,7,1.0,1
39,41,standard,fedadagrad,random,4,0,1.0,1
39,41,standard,fedadagrad,random,4,1,0.0,0
39,41,standard,fedadagrad,random,4,2,0.0,0
39,41,standard,fedadagrad,random,4,3,1.0,1
39,41,standard,fedadagrad,random,4,4,1.0,1
39,41,standard,fedadagrad,random,4,5,0.0,0
39,41,standard,fedadagrad,random,4,6,0.0,0
39,41,standard,fedadagrad,random,4,7,1.0,1
40,41,standard,fedadagrad,random,4,0,0.0,0
40,41,standard,fedadagrad,random,4,1,1.0,1
40,41,standard,fedadagrad,random,4,2,0.0,0
40,41,standard,fedadagrad,random,4,3,1.0,1
40,41,standard,fedadagrad,random,4,4,0.0,0
40,41,standard,fedadagrad,random,4,5,1.0,1
40,41,standard,fedadagrad,random,4,6,1.0,1
40,41,standard,fedadagrad,random,4,7,0.0,0
41,41,standard,fedadagrad,random,4,0,0.0,0
41,41,standard,fedadagrad,random,4,1,0.0,0
41,41,standard,fedadagrad,random,4,2,0.0,0
41,41,standard,fedadagrad,random,4,3,1.0,1
41,41,standard,fedadagrad,random,4,4,1.0,1
41,41,standard,fedadagrad,random,4,5,1.0,1
41,41,standard,fedadagrad,random,4,6,1.0,1
41,41,standard,fedadagrad,random,4,7,0.0,0
42,41,standard,fedadagrad,random,4,0,0.0,0
42,41,standard,fedadagrad,random,4,1,0.0,0
42,41,standard,fedadagrad,random,4,2,1.0,1
42,41,standard,fedadagrad,random,4,3,0.0,0
42,41,standard,fedadagrad,random,4,4,1.0,1
42,41,standard,fedadagrad,random,4,5,1.0,1
42,41,standard,fedadagrad,random,4,6,0.0,0
42,41,standard,fedadagrad,random,4,7,1.0,1
43,41,standard,fedadagrad,random,4,0,0.0,0
43,41,standard,fedadagrad,random,4,1,1.0,1
43,41,standard,fedadagrad,random,4,2,1.0,1
43,41,standard,fedadagrad,random,4,3,0.0,0
43,41,standard,fedadagrad,random,4,4,0.0,0
43,41,standard,fedadagrad,random,4,5,0.0,0
43,41,standard,fedadagrad,random,4,6,1.0,1
43,41,standard,fedadagrad,random,4,7,1.0,1
44,41,standard,fedadagrad,random,4,0,1.0,1
44,41,standard,fedadagrad,random,4,1,0.0,0
44,41,standard,fedadagrad,random,4,2,1.0,1
44,41,standard,fedadagrad,random,4,3,1.0,1
44,41,standard,fedadagrad,random,4,4,0.0,0
44,41,standard,fedadagrad,random,4,5,1.0,1
44,41,standard,fedadagrad,random,4,6,0.0,0
44,41,standard,fedadagrad,random,4,7,0.0,0
45,41,standard,fedadagrad,random,4,0,0.0,0
45,41,standard,fedadagrad,random,4,1,1.0,1
45,41,standard,fedadagrad,random,4,2,1.0,1
45,41,standard,fedadagrad,random,4,3,1.0,1
45,41,standard,fedadagrad,random,4,4,0.0,0
45,41,standard,fedadagrad,random,4,5,1.0,1
45,41,standard,fedadagrad,random,4,6,0.0,0
45,41,standard,fedadagrad,random,4,7,0.0,0
46,41,standard,fedadagrad,random,4,0,1.0,1
46,41,standard,fedadagrad,random,4,1,0.0,0
46,41,standard,fedadagrad,random,4,2,0.0,0
46,41,standard,fedadagrad,random,4,3,0.0,0
46,41,standard,fedadagrad,random,4,4,1.0,1
46,41,standard,fedadagrad,random,4,5,0.0,0
46,41,standard,fedadagrad,random,4,6,1.0,1
46,41,standard,fedadagrad,random,4,7,1.0,1
47,41,standard,fedadagrad,random,4,0,0.0,0
47,41,standard,fedadagrad,random,4,1,0.0,0
47,41,standard,fedadagrad,random,4,2,1.0,1
47,41,standard,fedadagrad,random,4,3,0.0,0
47,41,standard,fedadagrad,random,4,4,0.0,0
47,41,standard,fedadagrad,random,4,5,1.0,1
47,41,standard,fedadagrad,random,4,6,1.0,1
47,41,standard,fedadagrad,random,4,7,1.0,1
48,41,standard,fedadagrad,random,4,0,1.0,1
48,41,standard,fedadagrad,random,4,1,0.0,0
48,41,standard,fedadagrad,random,4,2,1.0,1
48,41,standard,fedadagrad,random,4,3,1.0,1
48,41,standard,fedadagrad,random,4,4,0.0,0
48,41,standard,fedadagrad,random,4,5,0.0,0
48,41,standard,fedadagrad,random,4,6,0.0,0
48,41,standard,fedadagrad,random,4,7,1.0,1
49,41,standard,fedadagrad,random,4,0,0.0,0
49,41,standard,fedadagrad,random,4,1,0.0,0
49,41,standard,fedadagrad,random,4,2,1.0,1
49,41,standard,fedadagrad,random,4,3,0.0,0
49,41,standard,fedadagrad,random,4,4,1.0,1
49,41,standard,fedadagrad,random,4,5,0.0,0
49,41,standard,fedadagrad,random,4,6,1.0,1
49,41,standard,fedadagrad,random,4,7,1.0,1
50,41,standard,fedadagrad,random,4,0,1.0,1
50,41,standard,fedadagrad,random,4,1,0.0,0
50,41,standard,fedadagrad,random,4,2,0.0,0
50,41,standard,fedadagrad,random,4,3,1.0,1
50,41,standard,fedadagrad,random,4,4,0.0,0
50,41,standard,fedadagrad,random,4,5,1.0,1
50,41,standard,fedadagrad,random,4,6,0.0,0
50,41,standard,fedadagrad,random,4,7,1.0,1
51,41,standard,fedadagrad,random,4,0,0.0,0
51,41,standard,fedadagrad,random,4,1,1.0,1
51,41,standard,fedadagrad,random,4,2,1.0,1
51,41,standard,fedadagrad,random,4,3,1.0,1
51,41,standard,fedadagrad,random,4,4,0.0,0
51,41,standard,fedadagrad,random,4,5,1.0,1
51,41,standard,fedadagrad,random,4,6,0.0,0
51,41,standard,fedadagrad,random,4,7,0.0,0
52,41,standard,fedadagrad,random,4,0,1.0,1
52,41,standard,fedadagrad,random,4,1,0.0,0
52,41,standard,fedadagrad,random,4,2,0.0,0
52,41,standard,fedadagrad,random,4,3,1.0,1
52,41,standard,fedadagrad,random,4,4,1.0,1
52,41,standard,fedadagrad,random,4,5,1.0,1
52,41,standard,fedadagrad,random,4,6,0.0,0
52,41,standard,fedadagrad,random,4,7,0.0,0
53,41,standard,fedadagrad,random,4,0,0.0,0
53,41,standard,fedadagrad,random,4,1,0.0,0
53,41,standard,fedadagrad,random,4,2,1.0,1
53,41,standard,fedadagrad,random,4,3,1.0,1
53,41,standard,fedadagrad,random,4,4,0.0,0
53,41,standard,fedadagrad,random,4,5,1.0,1
53,41,standard,fedadagrad,random,4,6,0.0,0
53,41,standard,fedadagrad,random,4,7,1.0,1
54,41,standard,fedadagrad,random,4,0,1.0,1
54,41,standard,fedadagrad,random,4,1,1.0,1
54,41,standard,fedadagrad,random,4,2,0.0,0
54,41,standard,fedadagrad,random,4,3,1.0,1
54,41,standard,fedadagrad,random,4,4,0.0,0
54,41,standard,fedadagrad,random,4,5,1.0,1
54,41,standard,fedadagrad,random,4,6,0.0,0
54,41,standard,fedadagrad,random,4,7,0.0,0
55,41,standard,fedadagrad,random,4,0,1.0,1
55,41,standard,fedadagrad,random,4,1,0.0,0
55,41,standard,fedadagrad,random,4,2,1.0,1
55,41,standard,fedadagrad,random,4,3,0.0,0
55,41,standard,fedadagrad,random,4,4,1.0,1
55,41,standard,fedadagrad,random,4,5,1.0,1
55,41,standard,fedadagrad,random,4,6,0.0,0
55,41,standard,fedadagrad,random,4,7,0.0,0
56,41,standard,fedadagrad,random,4,0,0.0,0
56,41,standard,fedadagrad,random,4,1,0.0,0
56,41,standard,fedadagrad,random,4,2,1.0,1
56,41,standard,fedadagrad,random,4,3,0.0,0
56,41,standard,fedadagrad,random,4,4,1.0,1
56,41,standard,fedadagrad,random,4,5,1.0,1
56,41,standard,fedadagrad,random,4,6,1.0,1
56,41,standard,fedadagrad,random,4,7,0.0,0
57,41,standard,fedadagrad,random,4,0,1.0,1
57,41,standard,fedadagrad,random,4,1,0.0,0
57,41,standard,fedadagrad,random,4,2,1.0,1
57,41,standard,fedadagrad,random,4,3,1.0,1
57,41,standard,fedadagrad,random,4,4,0.0,0
57,41,standard,fedadagrad,random,4,5,0.0,0
57,41,standard,fedadagrad,random,4,6,1.0,1
57,41,standard,fedadagrad,random,4,7,0.0,0
58,41,standard,fedadagrad,random,4,0,1.0,1
58,41,standard,fedadagrad,random,4,1,1.0,1
58,41,standard,fedadagrad,random,4,2,0.0,0
58,41,standard,fedadagrad,random,4,3,0.0,0
58,41,standard,fedadagrad,random,4,4,0.0,0
58,41,standard,fedadagrad,random,4,5,1.0,1
58,41,standard,fedadagrad,random,4,6,1.0,1
58,41,standard,fedadagrad,random,4,7,0.0,0
59,41,standard,fedadagrad,random,4,0,1.0,1
59,41,standard,fedadagrad,random,4,1,1.0,1
59,41,standard,fedadagrad,random,4,2,1.0,1
59,41,standard,fedadagrad,random,4,3,0.0,0
59,41,standard,fedadagrad,random,4,4,0.0,0
59,41,standard,fedadagrad,random,4,5,1.0,1
59,41,standard,fedadagrad,random,4,6,0.0,0
59,41,standard,fedadagrad,random,4,7,0.0,0
60,41,standard,fedadagrad,random,4,0,1.0,1
60,41,standard,fedadagrad,random,4,1,0.0,0
60,41,standard,fedadagrad,random,4,2,1.0,1
60,41,standard,fedadagrad,random,4,3,1.0,1
60,41,standard,fedadagrad,random,4,4,0.0,0
60,41,standard,fedadagrad,random,4,5,0.0,0
60,41,standard,fedadagrad,random,4,6,1.0,1
60,41,standard,fedadagrad,random,4,7,0.0,0
61,41,standard,fedadagrad,random,4,0,1.0,1
61,41,standard,fedadagrad,random,4,1,0.0,0
61,41,standard,fedadagrad,random,4,2,0.0,0
61,41,standard,fedadagrad,random,4,3,0.0,0
61,41,standard,fedadagrad,random,4,4,1.0,1
61,41,standard,fedadagrad,random,4,5,1.0,1
61,41,standard,fedadagrad,random,4,6,0.0,0
61,41,standard,fedadagrad,random,4,7,1.0,1
62,41,standard,fedadagrad,random,4,0,1.0,1
62,41,standard,fedadagrad,random,4,1,1.0,1
62,41,standard,fedadagrad,random,4,2,0.0,0
62,41,standard,fedadagrad,random,4,3,0.0,0
62,41,standard,fedadagrad,random,4,4,0.0,0
62,41,standard,fedadagrad,random,4,5,1.0,1
62,41,standard,fedadagrad,random,4,6,0.0,0
62,41,standard,fedadagrad,random,4,7,1.0,1
63,41,standard,fedadagrad,random,4,0,1.0,1
63,41,standard,fedadagrad,random,4,1,0.0,0
63,41,standard,fedadagrad,random,4,2,1.0,1
63,41,standard,fedadagrad,random,4,3,0.0,0
63,41,standard,fedadagrad,random,4,4,1.0,1
63,41,standard,fedadagrad,random,4,5,0.0,0
63,41,standard,fedadagrad,random,4,6,0.0,0
63,41,standard,fedadagrad,random,4,7,1.0,1
64,41,standard,fedadagrad,random,4,0,0.0,0
64,41,standard,fedadagrad,random,4,1,0.0,0
64,41,standard,fedadagrad,random,4,2,1.0,1
64,41,standard,fedadagrad,random,4,3,0.0,0
64,41,standard,fedadagrad,random,4,4,1.0,1
64,41,standard,fedadagrad,random,4,5,1.0,1
64,41,standard,fedadagrad,random,4,6,0.0,0
64,41,standard,fedadagrad,random,4,7,1.0,1
65,41,standard,fedadagrad,random,4,0,1.0,1
65,41,standard,fedadagrad,random,4,1,1.0,1
65,41,standard,fedadagrad,random,4,2,0.0,0
65,41,standard,fedadagrad,random,4,3,0.0,0
65,41,standard,fedadagrad,random,4,4,1.0,1
65,41,standard,fedadagrad,random,4,5,0.0,0
65,41,standard,fedadagrad,random,4,6,1.0,1
65,41,standard,fedadagrad,random,4,7,0.0,0
66,41,standard,fedadagrad,random,4,0,1.0,1
66,41,standard,fedadagrad,random,4,1,1.0,1
66,41,standard,fedadagrad,random,4,2,0.0,0
66,41,standard,fedadagrad,random,4,3,0.0,0
66,41,standard,fedadagrad,random,4,4,1.0,1
66,41,standard,fedadagrad,random,4,5,0.0,0
66,41,standard,fedadagrad,random,4,6,1.0,1
